Time,Year,Month,Day,Hour,day_of_week,Total_Value,Ventilation,Sokets_Plug,Lighting,Other_Electricity,Cooling,Heating
2021-06-04 20:00:00,2021,6,4,20,4,383.81300000000005,66.125,24.5,25.063,0.0,262.125,6.0
2021-06-04 21:00:00,2021,6,4,21,4,354.001,77.75,16.5,18.063,0.0,235.688,6.0
2021-06-04 22:00:00,2021,6,4,22,4,233.25099999999998,18.0,12.188,10.625,11.688,176.0,4.75
2021-06-04 23:00:00,2021,6,4,23,4,234.25,33.375,15.875,6.875,0.0,172.375,5.75
2021-06-07 00:00:00,2021,6,7,0,0,139.75099999999998,6.125,12.375,5.188,92.563,17.75,5.75
2021-06-07 20:00:00,2021,6,7,20,0,261.751,65.375,27.938,28.563,105.625,28.0,6.25
2021-06-07 21:00:00,2021,6,7,21,0,224.75,80.0,22.0,18.0,70.5,28.0,6.25
2021-06-07 22:00:00,2021,6,7,22,0,191.251,14.125,15.563,7.25,133.563,15.0,5.75
2021-06-07 23:00:00,2021,6,7,23,0,190.00099999999998,97.0,16.438,7.438,44.25,18.375,6.5
2021-06-08 00:00:00,2021,6,8,0,1,157.001,71.0,15.313,4.313,35.75,24.625,6.0
2021-06-08 20:00:00,2021,6,8,20,1,254.001,48.25,19.188,24.75,139.063,16.75,6.0
2021-06-08 21:00:00,2021,6,8,21,1,292.25,183.375,20.625,19.0,0.0,63.25,6.0
2021-06-08 22:00:00,2021,6,8,22,1,189.75099999999998,41.125,16.563,8.312999999999999,99.5,18.0,6.25
2021-06-08 23:00:00,2021,6,8,23,1,181.25099999999998,88.375,17.813,5.25,46.688,17.375,5.75
2021-06-09 00:00:00,2021,6,9,0,2,168.50099999999998,39.75,14.375,5.938,77.313,25.125,6.0
2021-06-09 20:00:00,2021,6,9,20,2,12.063,1.0,8.187999999999999,2.875,0.0,0.0,0.0
2021-06-09 21:00:00,2021,6,9,21,2,233.75099999999998,74.875,20.938,20.563,78.375,32.75,6.25
2021-06-09 22:00:00,2021,6,9,22,2,199.0,76.875,17.25,11.125,69.375,18.375,6.0
2021-06-09 23:00:00,2021,6,9,23,2,5.751,1.125,4.313,0.313,0.0,0.0,0.0
2021-06-10 00:00:00,2021,6,10,0,3,165.75099999999998,54.25,12.563,7.563,62.25,23.375,5.75
2021-06-10 20:00:00,2021,6,10,20,3,14.875,1.5,8.25,5.125,0.0,0.0,0.0
2021-06-10 21:00:00,2021,6,10,21,3,336.001,33.625,21.375,14.063,0.0,260.688,6.25
2021-06-10 22:00:00,2021,6,10,22,3,348.126,97.75,14.813,10.813,0.0,219.0,5.75
2021-06-10 23:00:00,2021,6,10,23,3,7.625999999999999,1.25,5.688,0.688,0.0,0.0,0.0
2021-06-11 00:00:00,2021,6,11,0,4,201.938,49.0,17.125,5.75,0.0,124.063,6.0
2021-06-11 20:00:00,2021,6,11,20,4,481.31300000000005,89.75,22.563,18.25,0.0,344.75,6.0
2021-06-11 21:00:00,2021,6,11,21,4,375.56300000000005,59.0,21.063,16.5,0.0,273.5,5.5
2021-06-11 22:00:00,2021,6,11,22,4,249.751,60.125,11.25,8.312999999999999,0.0,166.063,4.0
2021-06-11 23:00:00,2021,6,11,23,4,265.563,74.0,17.813,6.875,0.0,160.625,6.25
2021-06-14 00:00:00,2021,6,14,0,0,64.251,6.375,15.313,5.875,7.938,23.0,5.75
2021-06-14 20:00:00,2021,6,14,20,0,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-14 21:00:00,2021,6,14,21,0,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-14 22:00:00,2021,6,14,22,0,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-14 23:00:00,2021,6,14,23,0,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-15 00:00:00,2021,6,15,0,1,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-15 20:00:00,2021,6,15,20,1,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-15 21:00:00,2021,6,15,21,1,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-15 22:00:00,2021,6,15,22,1,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-15 23:00:00,2021,6,15,23,1,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-16 00:00:00,2021,6,16,0,2,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-16 20:00:00,2021,6,16,20,2,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-16 21:00:00,2021,6,16,21,2,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-16 22:00:00,2021,6,16,22,2,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-16 23:00:00,2021,6,16,23,2,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-17 00:00:00,2021,6,17,0,3,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-17 20:00:00,2021,6,17,20,3,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-17 21:00:00,2021,6,17,21,3,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-17 22:00:00,2021,6,17,22,3,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-17 23:00:00,2021,6,17,23,3,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-18 00:00:00,2021,6,18,0,4,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-18 20:00:00,2021,6,18,20,4,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-18 21:00:00,2021,6,18,21,4,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-18 22:00:00,2021,6,18,22,4,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
2021-06-18 23:00:00,2021,6,18,23,4,328.68800000000005,84.875,22.75,14.938,0.0,200.125,6.0
